,Row ID,Order ID,Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
101077,235370,235370,2018-04-25,2018-04-25,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1593.4,1,0.0,576
101080,268286,268286,2019-03-22,2019-03-22,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1447.65,1,0.0,577
101081,268354,268354,2019-03-25,2019-03-25,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1447.65,1,0.0,577
101083,269377,269377,2019-04-09,2019-04-09,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1441.59,1,0.0,577
101086,132375,132375,2014-09-11,2014-09-11,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ensemble spécial,1117.02,1,0.0,578
101087,256732,256732,2018-12-04,2018-12-04,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,578
101139,256552,256552,2018-12-20,2018-12-20,1,CAN100-CONSO,CANAC-MARQUIS GRENIER LTEE,DETI,CA,ANCIENNE-LORETTE,,G2E 5W2,6245 BOUL. WILFRID-HAMEL C.P. 400,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1274.0,1,0.0,578
101140,256573,256573,2018-12-03,2018-12-03,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,578
101156,259923,259923,2019-01-03,2019-01-03,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,578
101157,259926,259926,2019-01-03,2019-01-03,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,578
101158,259567,259567,2018-12-27,2018-12-27,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,578
101176,268079,268079,2019-03-20,2019-03-20,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1442.13,1,0.0,579
101178,134249,134249,2014-09-24,2014-09-24,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ensemble spécial,1117.02,1,0.0,580
101179,134558,134558,2014-09-26,2014-09-26,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ensemble spécial,1117.02,1,0.0,580
101180,135334,135334,2014-10-02,2014-10-02,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ensemble spécial,1117.02,1,0.0,580
101191,227602,227602,2018-01-23,2018-01-23,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1550.0,1,0.0,581
101192,260057,260057,2019-01-03,2019-01-03,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1471.04,1,0.0,581
101193,256385,256385,2018-12-27,2018-12-27,3,WWWUS,WEB US,DETI,CA,,,,,DB03125,SBI,DB03125,ESCAPE 1800-I WOOD INSERT,1592.75,1,0.0,581
101211,259447,259447,2018-12-27,2018-12-27,3,WWWUS,WEB US,DETI,CA,,,,,DB03125,SBI,DB03125,ESCAPE 1800-I WOOD INSERT,1628.96,1,0.0,581
101212,262809,262809,2019-01-25,2019-01-25,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1445.7,1,0.0,581
101214,254102,254102,2018-11-16,2018-11-16,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03071,SBI,DB03071,LÉGENDE II POÊLE À BOIS AVEC VENTILATEUR,1028.59,1,0.0,583
101215,254160,254160,2018-11-19,2018-11-19,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03071,SBI,DB03071,LÉGENDE II POÊLE À BOIS AVEC VENTILATEUR,1028.59,1,0.0,583
101217,254865,254865,2018-11-21,2018-11-21,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03071,SBI,DB03071,LÉGENDE II POÊLE À BOIS AVEC VENTILATEUR,1037.71,1,0.0,583
101219,257856,257856,2018-12-11,2018-12-11,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03071,SBI,DB03071,LÉGENDE II POÊLE À BOIS AVEC VENTILATEUR,1044.97,1,0.0,583
101221,259844,259844,2019-01-03,2019-01-03,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03071,SBI,DB03071,LÉGENDE II POÊLE À BOIS AVEC VENTILATEUR,1059.71,1,0.0,583
101222,259847,259847,2019-01-03,2019-01-03,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03071,SBI,DB03071,LÉGENDE II POÊLE À BOIS AVEC VENTILATEUR,1059.71,1,0.0,583
101264,207205,207205,2017-07-31,2017-07-31,3,MFP001,MY FIREPLACE PRODUCTS/MES PRODUITS DE FOYER INC.,DETI,CA,ST-AUGUSTIN-DE-DESMAURES,QUEBEC,G3A 2H3,"250, RUE DE COPENHAGUE",DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1025.62,1,0.0,583
101265,207550,207550,2017-08-09,2017-08-09,3,MFP001,MY FIREPLACE PRODUCTS/MES PRODUITS DE FOYER INC.,DETI,CA,ST-AUGUSTIN-DE-DESMAURES,QUEBEC,G3A 2H3,"250, RUE DE COPENHAGUE",DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1025.62,1,0.0,583
101266,208110,208110,2017-08-22,2017-08-22,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1571.58,1,0.0,583
101267,209153,209153,2017-09-05,2017-09-05,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1548.14,1,0.0,583
101268,207135,207135,2017-07-28,2017-07-28,3,WWWUS,WEB US,DETI,CA,,,,,DB03127K,SBI,DB03127K,ESCAPE 1800-I WOOD INSERT TRIO (25 ft),1880.05,1,0.0,583
101269,208532,208532,2017-08-28,2017-08-28,3,MFP001,MY FIREPLACE PRODUCTS/MES PRODUITS DE FOYER INC.,DETI,CA,ST-AUGUSTIN-DE-DESMAURES,QUEBEC,G3A 2H3,"250, RUE DE COPENHAGUE",DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1025.62,1,0.0,583
101270,208713,208713,2017-08-30,2017-08-30,3,MFP001,MY FIREPLACE PRODUCTS/MES PRODUITS DE FOYER INC.,DETI,CA,ST-AUGUSTIN-DE-DESMAURES,QUEBEC,G3A 2H3,"250, RUE DE COPENHAGUE",DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1025.62,1,0.0,583
101271,208784,208784,2017-08-31,2017-08-31,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1551.98,1,0.0,583
101272,206487,206487,2017-07-10,2017-07-10,3,WWWUS,WEB US,DETI,CA,,,,,DB03127K,SBI,DB03127K,ESCAPE 1800-I WOOD INSERT TRIO (25 ft),1945.4,1,0.0,583
101273,206229,206229,2017-06-29,2017-06-29,3,MFP001,MY FIREPLACE PRODUCTS/MES PRODUITS DE FOYER INC.,DETI,CA,ST-AUGUSTIN-DE-DESMAURES,QUEBEC,G3A 2H3,"250, RUE DE COPENHAGUE",DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1025.62,1,0.0,583
101274,142304,142304,2014-11-21,2014-11-21,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ensemble spécial,1117.02,1,0.0,584
101276,222978,222978,2017-12-15,2017-12-15,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1588.94,1,0.0,586
101277,224399,224399,2017-12-27,2017-12-27,3,MFP001,MY FIREPLACE PRODUCTS/MES PRODUITS DE FOYER INC.,DETI,CA,ST-AUGUSTIN-DE-DESMAURES,QUEBEC,G3A 2H3,"250, RUE DE COPENHAGUE",DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1025.62,1,0.0,586
101278,224842,224842,2018-01-04,2018-01-04,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1578.15,1,0.0,586
101279,200954,200954,2017-03-03,2017-03-03,3,MFP001,MY FIREPLACE PRODUCTS/MES PRODUITS DE FOYER INC.,DETI,CA,ST-AUGUSTIN-DE-DESMAURES,QUEBEC,G3A 2H3,"250, RUE DE COPENHAGUE",DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1025.62,1,0.0,586
101280,202077,202077,2017-03-21,2017-03-21,3,MFP001,MY FIREPLACE PRODUCTS/MES PRODUITS DE FOYER INC.,DETI,CA,ST-AUGUSTIN-DE-DESMAURES,QUEBEC,G3A 2H3,"250, RUE DE COPENHAGUE",DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1025.62,1,0.0,586
101298,222369,222369,2017-12-12,2017-12-12,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1593.52,1,0.0,586
101300,221359,221359,2017-12-05,2017-12-05,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1573.93,1,0.0,586
101301,221609,221609,2017-12-05,2017-12-05,3,MFP001,MY FIREPLACE PRODUCTS/MES PRODUITS DE FOYER INC.,DETI,CA,ST-AUGUSTIN-DE-DESMAURES,QUEBEC,G3A 2H3,"250, RUE DE COPENHAGUE",DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1025.62,1,0.0,586
101302,150765,150765,2015-02-17,2015-02-17,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ensemble spécial,1117.02,1,0.0,586
101303,151931,151931,2015-03-02,2015-03-02,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ensemble spécial,1117.02,1,0.0,586
101304,211722,211722,2017-09-27,2017-09-27,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1535.12,1,0.0,587
101306,200051,200051,2017-02-20,2017-02-20,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1620.8,1,0.0,587
101307,220464,220464,2017-11-28,2017-11-28,1,CAN100-CONSO,CANAC-MARQUIS GRENIER LTEE,DETI,CA,ANCIENNE-LORETTE,,G2E 5W2,6245 BOUL. WILFRID-HAMEL C.P. 400,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1318.0,1,0.0,587
101308,210585,210585,2017-09-18,2017-09-18,3,MFP001,MY FIREPLACE PRODUCTS/MES PRODUITS DE FOYER INC.,DETI,CA,ST-AUGUSTIN-DE-DESMAURES,QUEBEC,G3A 2H3,"250, RUE DE COPENHAGUE",DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1025.62,1,0.0,587
101309,199353,199353,2017-02-10,2017-02-10,3,MFP001,MY FIREPLACE PRODUCTS/MES PRODUITS DE FOYER INC.,DETI,CA,ST-AUGUSTIN-DE-DESMAURES,QUEBEC,G3A 2H3,"250, RUE DE COPENHAGUE",DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1025.62,1,0.0,588
101310,237829,237829,2018-06-21,2018-06-21,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1650.44,1,0.0,588
101311,237924,237924,2018-06-25,2018-06-25,3,MFP001,MY FIREPLACE PRODUCTS/MES PRODUITS DE FOYER INC.,DETI,CA,ST-AUGUSTIN-DE-DESMAURES,QUEBEC,G3A 2H3,"250, RUE DE COPENHAGUE",DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1063.62,1,0.0,588
101312,190281,190281,2016-11-15,2016-11-15,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,588
101313,251157,251157,2018-11-16,2018-11-16,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1628.62,1,0.0,588
101314,250507,250507,2018-10-26,2018-10-26,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1620.68,1,0.0,588
101315,250809,250809,2018-10-29,2018-10-29,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1622.66,1,0.0,588
101316,242825,242825,2018-09-12,2018-09-12,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1622.29,1,0.0,588
101317,247708,247708,2018-10-12,2018-10-12,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1615.47,1,0.0,588
101318,248516,248516,2018-10-19,2018-10-19,1,CAN100-CONSO,CANAC-MARQUIS GRENIER LTEE,DETI,CA,ANCIENNE-LORETTE,,G2E 5W2,6245 BOUL. WILFRID-HAMEL C.P. 400,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1357.0,1,0.0,588
101319,243354,243354,2018-09-17,2018-09-17,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1616.84,1,0.0,588
101320,243386,243386,2018-09-17,2018-09-17,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1616.84,1,0.0,588
101321,249776,249776,2018-10-23,2018-10-23,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1624.15,1,0.0,588
101322,250045,250045,2018-10-24,2018-10-24,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1624.15,1,0.0,588
101323,246867,246867,2018-10-09,2018-10-09,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1605.92,1,0.0,588
101324,242399,242399,2018-09-10,2018-09-10,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1633.82,1,0.0,589
101325,193131,193131,2016-12-09,2016-12-09,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1640.52,1,0.0,589
101326,194156,194156,2016-12-19,2016-12-19,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1654.04,1,0.0,589
101327,241944,241944,2018-09-05,2018-09-05,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1635.06,1,0.0,589
101328,225662,225662,2018-01-08,2018-01-08,3,MFP001,MY FIREPLACE PRODUCTS/MES PRODUITS DE FOYER INC.,DETI,CA,ST-AUGUSTIN-DE-DESMAURES,QUEBEC,G3A 2H3,"250, RUE DE COPENHAGUE",DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1025.62,1,0.0,589
101329,227592,227592,2018-01-22,2018-01-22,3,MFP001,MY FIREPLACE PRODUCTS/MES PRODUITS DE FOYER INC.,DETI,CA,ST-AUGUSTIN-DE-DESMAURES,QUEBEC,G3A 2H3,"250, RUE DE COPENHAGUE",DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1025.62,1,0.0,589
101330,230449,230449,2018-02-16,2018-02-16,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1550.5,1,0.0,589
101331,234727,234727,2018-04-16,2018-04-16,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1561.28,1,0.0,589
101364,241105,241105,2018-08-28,2018-08-28,3,MFP001,MY FIREPLACE PRODUCTS/MES PRODUITS DE FOYER INC.,DETI,CA,ST-AUGUSTIN-DE-DESMAURES,QUEBEC,G3A 2H3,"250, RUE DE COPENHAGUE",DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1063.62,1,0.0,589
101365,241827,241827,2018-09-04,2018-09-04,1,CAN100-CONSO,CANAC-MARQUIS GRENIER LTEE,DETI,CA,ANCIENNE-LORETTE,,G2E 5W2,6245 BOUL. WILFRID-HAMEL C.P. 400,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1288.0,1,0.0,589
101366,189479,189479,2016-11-08,2016-11-08,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,589
101367,187610,187610,2016-10-24,2016-10-24,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,589
101368,187359,187359,2016-10-20,2016-10-20,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,589
101369,187426,187426,2016-10-21,2016-10-21,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,589
101370,187484,187484,2016-10-24,2016-10-24,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,589
101371,187606,187606,2016-10-24,2016-10-24,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,589
101372,187829,187829,2016-10-25,2016-10-25,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,589
101373,187832,187832,2016-10-25,2016-10-25,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,589
101374,188343,188343,2016-10-28,2016-10-28,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,589
101375,188485,188485,2016-10-31,2016-10-31,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,589
101376,188523,188523,2016-11-04,2016-11-04,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,589
101377,188667,188667,2016-11-01,2016-11-01,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,589
101378,192978,192978,2016-12-08,2016-12-08,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1646.35,1,0.0,589
101379,187086,187086,2016-10-19,2016-10-19,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,589
101381,265393,265393,2019-02-18,2019-02-18,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1434.44,1,0.0,589
101382,266013,266013,2019-02-25,2019-02-25,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1423.61,1,0.0,589
101416,267644,267644,2019-03-14,2019-03-14,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1446.46,1,0.0,589
101417,267759,267759,2019-03-15,2019-03-15,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1443.21,1,0.0,589
101418,267859,267859,2019-03-18,2019-03-18,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1445.48,1,0.0,589
101419,219349,219349,2017-11-21,2017-11-21,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1587.2,1,0.0,589
101420,253087,253087,2018-11-12,2018-11-12,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1586.42,1,0.0,589
101421,253654,253654,2018-11-14,2018-11-14,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1590.63,1,0.0,589
101422,253862,253862,2018-11-15,2018-11-15,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1590.63,1,0.0,589
